geoname,geonum,b25077001,b25077_moe001,b19013001,b19013_moe001
4,1080310068104,254100,39094,65313,22350
1,1080310068111,318800,26403,117663,46607
2,1080310068112,321900,53333,74598,21381
3,1080310068113,88300,39019,41301,10604
4,1080310068114,340900,302130,52765,20122
1,1080310068121,271800,52527,66125,19817
2,1080310068122,170700,27749,49449,9310
3,1080310068123,101900,74716,45739,15095
1,1080310068131,196200,32864,52333,18896
2,1080310068132,,,27057,4185
3,1080310068133,,,42896,4690
1,1080310068141,271000,31219,91429,67814
2,1080310068142,309500,93049,31286,14443
3,1080310068143,312400,30559,49030,2940
4,1080310068144,242000,15037,69135,13400
1,1080310069011,332700,46976,34565,14079
2,1080310069012,296400,65012,21633,4427
3,1080310069013,66200,36224,30625,7387
4,1080310069014,77500,59229,28491,4806
5,1080310069015,300000,67843,40938,36167
1,1080310070061,,,31273,3901
2,1080310070062,,,31533,6811
1,1080310070131,151300,16563,48090,8228
2,1080310070132,236700,15824,65536,14168
1,1080310070371,263900,22298,35625,5353
2,1080310070372,88300,78080,31983,4457
3,1080310070373,372300,29474,31066,8547
1,1080310070881,,,73125,10523
2,1080310070882,,,32639,26382
3,1080310070883,185000,45254,47973,15188
4,1080310070884,,,70927,9323
1,1080310070891,91300,11106,27122,12942
2,1080310070892,97300,10230,29766,7836
3,1080310070893,109700,22828,24935,5985
4,1080310070894,99800,9154,31940,8830
1,1080310083041,153300,19493,40568,6807
2,1080310083042,167300,15032,61094,18536
3,1080310083043,181900,23922,32000,18382
1,1080310083051,151400,22934,34125,10567
2,1080310083052,125500,21841,48281,6448
3,1080310083053,114700,9539,53021,8797
1,1080310083061,184700,64680,48929,12056
2,1080310083062,161800,22585,42500,20221
3,1080310083063,192600,19224,51806,22915
4,1080310083064,140100,24294,32616,5349
1,1080310083121,139600,19131,59041,10803
2,1080310083122,155000,50434,35477,11573
3,1080310083123,143500,13189,42169,34842
1,1080310083861,168800,49763,47569,13382
2,1080310083862,171800,23822,52875,14662
1,1080310083871,168900,11163,53654,15544
2,1080310083872,170100,12909,62788,20681
1,1080310083881,183300,8039,65819,20846
2,1080310083882,200300,146768,55864,30861
1,1080310083891,282600,56350,98906,27611
2,1080310083892,199300,35327,76932,13314
3,1080310083893,244800,14626,86506,11856
1,1080310083901,186800,10669,48333,17379
2,1080310083902,212100,15330,82635,15872
3,1080310083903,180400,21462,57539,15315
1,1080310083911,171800,24933,66351,17203
2,1080310083912,181900,29117,79769,13538
1,1080310119021,258900,16040,87207,20723
2,1080310119022,238800,21135,69083,31507
3,1080310119023,260100,21717,44762,14938
4,1080310119024,182000,23318,47019,12824
1,1080310119031,235900,9934,57826,7333
2,1080310119032,251400,14572,52434,10054
1,1080310120011,316900,20104,51000,8003
2,1080310120012,657700,58243,151172,32781
1,1080310120101,333300,18250,75655,13159
2,1080310120102,202800,20826,51045,7339
3,1080310120103,356900,35989,64850,22149
1,1080310120141,234400,12310,70901,14187
2,1080310120142,186000,34462,51601,5615
3,1080310120143,226100,4453,89008,8765
4,1080310120144,135800,51271,46273,9017
1,1080310153001,268800,25539,41264,10846
2,1080310153002,274300,13987,42019,20307
3,1080310153003,152400,147687,43942,5427
1,1080310154001,228100,14671,63512,19023
2,1080310154002,275000,48282,48990,14777
3,1080310154003,266400,20804,72083,50767
4,1080310154004,219500,13047,54559,25720
1,1080310155001,,,30820,5776
2,1080310155002,,,40568,2025
3,1080310155003,298600,50218,56286,9624
1,1080310156001,200400,48712,24130,5616
2,1080310156002,139400,22964,22391,8459
3,1080310156003,134000,24266,38026,23447
4,1080310156004,180400,70989,34826,13982
1,1080310157001,217700,89935,21307,18988
2,1080310157002,255900,31885,78214,43342
3,1080310157003,228300,6290,63811,30865
4,1080310157004,,,29667,11660
1,1080319800001,124200,8705,45125,9357
1,1080319801001,,,,
1,1080330001001,91500,12863,32240,6387
2,1080330001002,148100,43027,31510,4898
1,1080350139011,523400,360107,61625,10042
2,1080350139012,363500,18124,84038,45507
3,1080350139013,452600,35687,108063,38832
4,1080350139014,366000,33312,101452,14648
1,1080350139041,142400,6083,52455,19654
2,1080350139042,245700,32930,74286,17567
3,1080350139043,137800,8619,45905,10034
1,1080350139051,,,28140,10337
2,1080350139052,272900,20977,108088,18624
3,1080350139053,351800,10808,130380,34184
1,1080350139071,287400,14537,107083,19042
2,1080350139072,363400,65639,108500,11245
3,1080350139073,228800,11681,78500,28850
4,1080350139074,109900,8187,57000,29396
1,1080350139081,356600,12239,135058,26312
2,1080350139082,384700,37562,106212,57840
3,1080350139083,381500,28796,101985,72572
4,1080350139084,414000,45772,113750,34382
5,1080350139085,334000,39042,93839,48788
1,1080350139091,295300,19957,103690,16731
2,1080350139092,658300,64317,155645,31446
3,1080350139093,424800,35895,93036,42964
1,1080350139101,343400,25910,127560,30066
2,1080350139102,299100,18848,121886,16423
1,1080350139111,436400,93201,128266,15271
2,1080350139112,425300,24781,135352,14448
3,1080350139113,295700,30974,116141,35383
4,1080350139114,505100,153307,169000,83833
1,1080350140011,195700,16472,81371,16282
2,1080350140012,187800,14362,73000,16077
3,1080350140013,219000,20628,94760,8847
1,1080350140051,327000,17088,106406,35886
2,1080350140052,213200,19645,72159,8980
1,1080350140061,375400,22558,121033,14041
2,1080350140062,357300,18155,117297,6051
1,1080350140071,184700,46583,50938,15866
2,1080350140072,352900,29998,86185,3505
1,1080350140081,367700,48650,117632,22974
2,1080350140082,307700,22974,103256,14393
3,1080350140083,357700,16823,145909,18231
4,1080350140084,359700,17340,128949,13557
1,1080350140091,253100,16478,101198,5221
2,1080350140092,267500,17963,101875,12358
1,1080350140101,340600,42833,100526,41897
2,1080350140102,,,56806,10433
3,1080350140103,328800,15285,115579,17809
1,1080350140111,403900,34327,85977,10007
1,1080350140121,306600,52017,69853,26246
2,1080350140122,368600,18846,138125,31361
3,1080350140123,692300,247417,224325,37002
4,1080350140124,263200,16856,113088,30758
1,1080350140131,376800,27893,111875,26611
2,1080350140132,644600,33525,152205,30073
1,1080350141071,395200,23027,124167,13497
2,1080350141072,277800,10009,79306,33089
1,1080350141081,263600,15682,100664,7642
2,1080350141082,450600,22299,148047,20120
3,1080350141083,261500,16654,85966,11878
1,1080350141091,391300,19528,125625,13010
1,1080350141101,135400,9969,43494,6845
2,1080350141102,458500,22975,144881,28396
3,1080350141103,343100,39428,91563,35120
4,1080350141104,,,42446,5748
1,1080350141121,330000,10532,102865,13040
2,1080350141122,288800,9983,94219,12359
1,1080350141131,366300,13259,128750,12523
2,1080350141132,325800,11471,113929,24209
1,1080350141141,228900,8807,71607,14630
2,1080350141142,262700,10935,80530,12607
1,1080350141151,427400,18678,122236,17455
2,1080350141152,418100,51651,78227,11457
1,1080350141161,852400,61909,236905,28336
2,1080350141162,645500,155732,115042,26503
3,1080350141163,,,59707,17535
1,1080350141221,401600,57614,133708,27734
2,1080350141222,1082700,125128,250001,
3,1080350141223,,,47024,23246
4,1080350141224,662500,81878,196103,81336
1,1080350141231,736000,80048,160385,24053
2,1080350141232,,,38200,5651
1,1080350141241,310000,27934,124125,25081
2,1080350141242,298800,40694,111875,29514
3,1080350141243,405000,29774,144375,28001
1,1080350141251,532600,55788,119231,17697
1,1080350141261,316600,21785,76852,11214
1,1080350141271,512200,53715,141799,33482
2,1080350141272,431300,24620,125688,41720
1,1080350141281,299500,16007,100824,8691
2,1080350141282,273000,14566,88750,13530
1,1080350141291,391500,28261,127500,36130
2,1080350141292,318800,29960,112105,31432
1,1080350141301,376300,25713,134792,29478
2,1080350141302,357800,19710,113454,19277
3,1080350141303,295800,28109,106211,8402
4,1080350141304,266100,21942,108021,17393
1,1080350141311,592700,128885,75365,28440
2,1080350141312,374400,90654,50064,8341
3,1080350141313,569700,36531,110625,46457
1,1080350141321,456100,22709,149375,12514
2,1080350141322,452600,20946,127292,17661
1,1080350141331,302500,27639,107650,16909
2,1080350141332,330500,26022,130505,32712
3,1080350141333,614100,125796,202708,71794
1,1080350141341,498900,51755,140863,22747
2,1080350141342,334300,10856,110265,18668
1,1080350141351,660600,30145,157934,21830
1,1080350141361,275500,11834,115956,19638
2,1080350141362,282100,11053,82143,25606
3,1080350141363,295000,18574,91976,15546
1,1080350141371,452900,10469,167713,12297
2,1080350141372,514100,44118,143851,14648
3,1080350141373,399800,38997,123203,34513
1,1080350141381,,,88882,7173
2,1080350141382,266500,11965,73826,9008
1,1080350141391,323200,39272,64773,12021
2,1080350141392,396400,28624,129069,7447
1,1080350141401,445900,14193,141654,21164
2,1080350141402,379700,16982,142462,13509
3,1080350141403,587400,43368,175536,18602
1,1080350142021,480000,54748,103864,18357
2,1080350142022,464500,29689,127841,63591
1,1080350142031,523600,54913,122639,23279
2,1080350142032,366000,59966,121356,21564
3,1080350142033,268700,12544,81065,20040
1,1080350142041,282200,21175,93281,10563
1,1080350143001,276900,24642,53681,10828
1,1080350144031,531900,49952,110841,9531
2,1080350144032,649400,36286,133250,29248
3,1080350144033,353500,34457,50592,17739
1,1080350144041,434700,47815,111442,9574
1,1080350144051,384700,29352,144706,21508
2,1080350144052,235500,15908,108462,33180
3,1080350144053,270200,30025,91542,30937
4,1080350144054,328200,21638,115078,20778
1,1080350144061,474400,33483,127991,39200
2,1080350144062,347000,47262,98173,32375
3,1080350144063,277100,16517,85167,21761
4,1080350144064,342400,25679,97264,22748
1,1080350145031,434100,62339,100540,37996
2,1080350145032,218000,17599,55278,30838
3,1080350145033,347000,25993,97159,48351
1,1080350145041,85700,76099,26500,7636
2,1080350145042,223600,14487,65911,15176
3,1080350145043,259900,41462,82738,24099
1,1080350145051,361700,56728,110855,7170
2,1080350145052,347000,38951,52042,9269
3,1080350145053,214000,22492,64236,16732
1,1080350145061,396300,55605,99868,23824
2,1080350145062,449700,39458,127303,13806
1,1080350146021,596300,33282,123688,8476
1,1080350146031,225100,22331,95074,22345
2,1080350146032,240800,15040,88787,16266
3,1080350146033,223800,17762,92981,17849
1,1080350146041,275200,18686,92083,7859
2,1080350146042,288700,41154,101786,20853
1,1080370001001,208300,94700,39805,14977
1,1080370002001,379100,43425,118729,32243
2,1080370002002,275600,50417,72788,32394
3,1080370002003,238700,41917,59531,44088
1,1080370003011,378500,76943,58770,5055
2,1080370003012,369400,86529,87730,14357
3,1080370003013,,,81638,28766
1,1080370003021,632400,73489,100227,24794
2,1080370003022,542500,113548,77438,18690
1,1080370004011,278600,23539,51276,17390
2,1080370004012,507400,249671,78472,28000
1,1080370004021,,,62321,54245
2,1080370004022,624300,126244,100625,20680
1,1080370004031,424100,158882,135038,76267
2,1080370004032,408400,53863,93409,49927
3,1080370004033,455900,115046,70691,39208
1,1080370005011,1209500,1143616,60694,16663
1,1080370005021,444000,27147,87098,21937
2,1080370005022,497000,167980,100333,58600
1,1080370005031,647700,134387,91523,21806
2,1080370005032,169200,68706,50897,9036
3,1080370005033,63800,43066,46563,24281
4,1080370005034,,,39195,4248
1,1080370006001,446700,91810,64323,11934
1,1080370007011,813300,187741,65083,15444
1,1080370007021,637900,141195,96146,18108
2,1080370007022,255400,45845,57614,20528
1,1080370007031,752200,244123,73432,16349
2,1080370007032,,,67000,14584
1,1080399611001,238800,24282,50403,4387
2,1080399611002,212000,93791,53021,13045
1,1080399612041,278300,28941,82284,35309
2,1080399612042,549000,91426,147232,34053
3,1080399612043,355100,18327,105037,23446
4,1080399612044,394600,44365,100357,67597
1,1080399612051,221800,31375,65461,7990
2,1080399612052,396500,77821,84750,16280
1,1080399612061,362900,18007,107708,13595
2,1080399612062,318800,33755,80658,12995
1,1080399612071,358700,26290,88125,24545
2,1080399612072,355400,37930,89519,29423
1,1080399612081,374000,47495,74688,25274
2,1080399612082,306000,55808,74402,7736
1,1080399612091,249400,25598,74583,9773
1,1080410001011,315900,36397,40216,13384
2,1080410001012,292900,70059,35795,4680
3,1080410001013,343300,24778,72188,23546
4,1080410001014,117800,7305,35352,2951
1,1080410001021,189100,7089,69167,11708
2,1080410001022,158200,7634,58333,12243
3,1080410001023,197600,16436,64643,16523
1,1080410002021,181900,5923,75486,20729
2,1080410002022,209800,21248,51118,7331
3,1080410002023,258100,18949,92656,45288
4,1080410002024,182900,8227,40070,10728
1,1080410002031,173300,9312,49667,9559
2,1080410002032,167600,12159,34250,21011
3,1080410002033,191000,7724,34750,14472
1,1080410003011,152000,17904,43889,14629
2,1080410003012,138700,17566,33977,18733
3,1080410003013,130400,7939,36136,14520
1,1080410003021,9999,,21528,6179
2,1080410003022,18300,7115,33138,3591
1,1080410004001,206300,26420,55938,20195
2,1080410004002,177600,16790,45375,21713
3,1080410004003,173800,9943,34635,14838
1,1080410005001,186900,11452,37125,20299
2,1080410005002,229000,14060,72717,19700
1,1080410006001,185600,10136,73347,19288
2,1080410006002,182900,12721,50625,7138
3,1080410006003,146300,11877,41571,15608
1,1080410007001,163300,3255,38080,15858
2,1080410007002,195800,37874,54688,35341
3,1080410007003,156300,24275,30313,10812
1,1080410008001,193800,59942,25775,3544
2,1080410008002,174400,20658,38352,10765
3,1080410008003,196400,18062,64228,7539
1,1080410009001,273200,20124,60086,11365
2,1080410009002,318400,30497,52208,16365
1,1080410010001,377800,76365,89327,30095
2,1080410010002,579500,105416,89519,50491
3,1080410010003,504500,156869,44583,39105
1,1080410011011,151300,14628,36667,11865
2,1080410011012,154800,14146,30104,5007
1,1080410011041,160800,7296,46023,5275
2,1080410011042,165100,13561,33750,10540
1,1080410013011,157300,10763,41016,17872
2,1080410013012,207900,56705,55815,2581
3,1080410013013,168400,21125,28194,17027
1,1080410013021,255300,39037,33381,2839
2,1080410013022,240500,23666,63958,12425
3,1080410013023,141800,20202,38083,6812
1,1080410014001,179400,17261,42793,8108
2,1080410014002,163500,38079,43507,13540
3,1080410014003,165300,7736,48083,10799
1,1080410015001,174000,14122,48229,10937
2,1080410015002,180300,21657,35320,7927
1,1080410016001,333300,131491,47841,25750
2,1080410016002,304300,78143,24946,8224
3,1080410016003,,,41483,1936
1,1080410017001,177100,38625,22031,9311
2,1080410017002,170700,19947,43036,8019
1,1080410018001,216400,13942,62050,11901
2,1080410018002,232300,26890,57188,11254
1,1080410019001,142100,15522,24286,7481
2,1080410019002,79800,59769,33438,15894
3,1080410019003,158600,46838,58173,21286
1,1080410020001,180000,162884,28708,13021
2,1080410020002,149800,19706,29167,16228
3,1080410020003,150800,9549,49044,12001
4,1080410020004,161300,12419,33784,11525
1,1080410021011,128600,22296,17439,9224
2,1080410021012,156000,3883,45406,8973
1,1080410021021,145300,8435,41719,14666
2,1080410021022,139600,11755,32500,16901
3,1080410021023,141400,5040,41890,6487
1,1080410022001,216100,59092,35417,29573
2,1080410022002,116800,26633,45179,16297
3,1080410022003,135800,17521,22321,4013
1,1080410023001,,,13922,3753
2,1080410023002,121600,31005,26071,4297
1,1080410024001,243200,31116,47438,14579
2,1080410024002,167200,37818,55909,19617
3,1080410024003,162500,24074,34821,3356
1,1080410025011,492900,43982,105682,35104
2,1080410025012,357500,12693,95074,42643
3,1080410025013,477000,67951,56719,13199
1,1080410025021,326500,39424,54801,31180
2,1080410025022,347500,117676,42500,10126
3,1080410025023,267100,31991,37331,5682
1,1080410027001,171800,11759,37600,10237
2,1080410027002,133900,61073,30625,21505
3,1080410027003,161100,25033,34773,17645
1,1080410028001,126600,15507,41912,10765
2,1080410028002,98000,10866,28547,5507
3,1080410028003,164000,9937,40767,10778
4,1080410028004,,,37125,18464
1,1080410029001,,,29118,9044
2,1080410029002,98800,17387,30625,8603
3,1080410029003,118500,14585,27829,9861
4,1080410029004,108300,9917,25962,9422
5,1080410029005,112800,8221,41042,7528
1,1080410030001,176500,45641,,
2,1080410030002,202600,62341,49444,30869
3,1080410030003,250000,105400,60000,13355
4,1080410030004,214700,50421,32774,13510
1,1080410031001,406400,66718,64000,36017
2,1080410031002,638500,95593,157875,147630
3,1080410031003,586500,232071,128636,36927
4,1080410031004,625000,67185,92153,61636
5,1080410031005,414900,38311,77781,19511
6,1080410031006,563500,46080,113188,43641
1,1080410033031,216900,20182,55564,21196
2,1080410033032,202500,25634,58333,14396
3,1080410033033,123200,15517,36847,15652
4,1080410033034,,,43750,25763
1,1080410033051,438600,23769,80789,29177
2,1080410033052,654400,62212,140255,15374
3,1080410033053,449400,29656,98963,9662
1,1080410033061,473900,94730,58177,16042
2,1080410033062,330600,24617,69611,7578
1,1080410033071,200500,16512,64276,17859
2,1080410033072,209700,10258,72889,9755
1,1080410033081,128000,17719,44235,7282
2,1080410033082,212800,15151,51457,5088
1,1080410034001,353600,83942,70536,45151
2,1080410034002,318700,56663,79844,30717
3,1080410034003,209800,17783,58068,11314
1,1080410037011,347900,25754,89196,38173
2,1080410037012,272200,44564,67878,16382
3,1080410037013,289200,37156,82917,12030
1,1080410037021,419800,22469,118021,7577
2,1080410037022,329200,18646,107422,11794
1,1080410037051,436800,37893,144676,17712
2,1080410037052,281300,30691,53295,9350
3,1080410037053,217400,61292,54712,18666
1,1080410037061,330300,16324,104896,15750
2,1080410037062,255900,9291,79464,19150
1,1080410037071,361000,31228,123148,17440
2,1080410037072,385100,41761,119688,22795
3,1080410037073,242900,11080,77135,14013
1,1080410037081,295500,20447,86875,14549
2,1080410037082,332600,29925,67679,19553
1,1080410037091,460000,115699,59509,15822
2,1080410037092,349200,20565,95170,23356
3,1080410037093,237200,11004,54352,14909
4,1080410037094,232200,20957,65735,26928
1,1080410038011,,,63250,15157
2,1080410038012,,,68667,14545
1,1080410038021,,,,
2,1080410038022,,,,
1,1080410039021,353500,24404,101654,10916
2,1080410039022,287500,8657,104543,8198
1,1080410039051,355900,25123,62350,8519
2,1080410039052,331200,37497,54631,16285
3,1080410039053,181100,22562,64703,8816
1,1080410039061,261600,30641,51827,15949
2,1080410039062,289700,29790,46977,18682
3,1080410039063,213300,23847,82250,10996
4,1080410039064,263500,19228,97250,21046
1,1080410039091,258800,49328,61618,16747
2,1080410039092,204600,24022,64583,13239
3,1080410039093,172200,14148,50385,8062
1,1080410040081,,,42615,2298
1,1080410040091,126000,11624,32417,8990
1,1080410041001,164500,3622,62361,14989
2,1080410041002,129400,10215,45735,4901
3,1080410041003,128300,12966,46438,20617
4,1080410041004,136800,5123,37917,6447
1,1080410042001,149500,8734,57750,10716
2,1080410042002,146800,9606,44077,5285
1,1080410043001,199900,13736,67606,15678
2,1080410043002,168000,9074,63500,15435
3,1080410043003,129200,11753,,
1,1080410044011,,,44889,7621
2,1080410044012,,,52917,12303
3,1080410044013,,,40257,3267
1,1080410044021,,,,
2,1080410044022,,,,
3,1080410044023,,,,
1,1080410044031,,,50625,17668
1,1080410045011,9999,,44205,6668
2,1080410045012,109400,18472,37951,9312
3,1080410045013,137500,15607,31518,9863
1,1080410045021,192100,43968,63092,12386
2,1080410045022,203800,11644,72950,12757
1,1080410045031,209300,17026,70076,8390
2,1080410045032,176100,20085,85927,13331
3,1080410045033,178500,42205,43625,27738
4,1080410045034,206500,19479,59695,12470
1,1080410045061,150900,9175,54662,7295
2,1080410045062,148400,25905,56818,20891
3,1080410045063,176100,28586,49167,19041
4,1080410045064,169300,7513,49778,10056
1,1080410045071,185700,15669,71046,8836
2,1080410045072,167600,15794,54344,12086
3,1080410045073,161000,9246,56650,9953
1,1080410045081,132300,32320,34167,11632
2,1080410045082,183000,31482,54662,16312
3,1080410045083,130100,8906,30234,8197
4,1080410045084,18700,12433,25443,3166
1,1080410045101,268600,14268,64953,19634
2,1080410045102,199400,18408,72170,6534
1,1080410045111,120000,16537,47069,12390
2,1080410045112,213100,50415,64792,52523
3,1080410045113,173400,19145,74306,17139
1,1080410046011,179400,9613,61913,3425
2,1080410046012,206600,34071,55750,24121
1,1080410046021,190500,32005,49781,9492
2,1080410046022,153700,24502,46442,8643
3,1080410046023,218200,48611,47188,15013
1,1080410046031,112500,112016,42386,30429
2,1080410046032,205500,13984,70792,9800
1,1080410047011,195000,13541,62574,22903
2,1080410047012,192200,8889,76750,15423
3,1080410047013,211800,10373,64306,10583
1,1080410047021,182400,6009,62917,8395
2,1080410047022,218700,10438,85192,18654
1,1080410047031,197500,20271,83359,48731
2,1080410047032,215100,20159,102589,25780
3,1080410047033,194800,16612,100286,32341
4,1080410047034,196000,15626,65000,15300
5,1080410047035,198700,18511,56641,17907
1,1080410047051,237300,16726,86004,7768
2,1080410047052,221600,11996,53766,14017
3,1080410047053,187300,9055,85486,10457
1,1080410047061,260100,8544,90755,10508
1,1080410048001,184100,6580,50000,4826
2,1080410048002,191400,5264,68125,22992
3,1080410048003,167300,20839,39531,13294
4,1080410048004,182400,11552,64231,18613
1,1080410049011,162600,2390,37283,8451
2,1080410049012,180200,8615,53661,13386
1,1080410049021,287200,24153,96250,5563
2,1080410049022,337200,50092,74728,18712
3,1080410049023,327600,11651,93309,9076
1,1080410050001,170800,9144,56389,22609
2,1080410050002,153800,13787,34559,10305
3,1080410050003,136900,6024,52589,19925
4,1080410050004,117200,21666,45469,7786
1,1080410051041,282400,29450,86667,9310
2,1080410051042,195400,22264,59583,12162
1,1080410051051,228200,15604,97924,25863
2,1080410051052,194000,11793,71435,18307
1,1080410051061,227900,12150,72981,10114
2,1080410051062,199700,24493,68573,7497
3,1080410051063,249100,29015,82214,15939
1,1080410051071,248300,21087,89500,14009
1,1080410051081,202300,12569,84529,10794
2,1080410051082,242300,10795,111823,9160
3,1080410051083,194300,14776,63589,14633
1,1080410051091,236700,31244,73043,20947
2,1080410051092,217600,42799,76486,24398
3,1080410051093,,,60063,20429
4,1080410051094,230300,31098,89327,20128
1,1080410051101,169900,9108,58019,6896
2,1080410051102,163300,5372,50485,5258
3,1080410051103,142500,4429,48000,15889
1,1080410051111,,,46802,10516
2,1080410051112,199800,13580,73750,17769
1,1080410052011,190400,44471,,
2,1080410052012,145400,22114,24777,10712
3,1080410052013,131300,9801,51477,19804
1,1080410052021,96500,14370,38477,8127
2,1080410052022,132500,32027,33582,7350
1,1080410053001,142300,13060,37276,3822
2,1080410053002,148100,16209,44598,14539
3,1080410053003,125200,11053,35450,10017
1,1080410054001,118300,11822,30313,13451
2,1080410054002,139500,6865,48929,24184
3,1080410054003,129000,12763,24750,3665
4,1080410054004,128800,10679,19540,10685
1,1080410055011,227900,8668,80183,14478
2,1080410055012,218400,13276,75781,27899
3,1080410055013,171000,11584,32604,6058
1,1080410055021,158600,7599,45545,5556
2,1080410055022,172800,15037,52169,17632
3,1080410055023,183700,17182,28448,3833
1,1080410056011,182200,38654,71563,16978
2,1080410056012,186800,6738,60106,5864
3,1080410056013,192400,13042,55923,4520
1,1080410056021,159200,12776,50938,13446
2,1080410056022,202000,20899,39643,15685
3,1080410056023,194700,23063,76833,11953
1,1080410057001,231300,17832,63564,11125
2,1080410057002,186300,30252,70325,12332
3,1080410057003,221800,27574,28379,5646
4,1080410057004,276300,26115,77375,24401
1,1080410058001,175300,11330,63106,7397
2,1080410058002,200800,21263,68750,39290
3,1080410058003,191300,9866,73250,13406
1,1080410059001,188000,25570,47043,13962
2,1080410059002,332900,30070,92232,29245
3,1080410059003,160700,12313,50525,4148
4,1080410059004,164400,12037,56196,8187
5,1080410059005,189400,24236,70511,6587
1,1080410060001,160200,4641,33081,19875
2,1080410060002,165000,7096,31506,11790
3,1080410060003,177100,14299,64830,24862
4,1080410060004,,,39022,30638
1,1080410061001,145300,72124,24257,5007
2,1080410061002,136000,11986,42266,8798
1,1080410062001,25600,6247,37879,6021
2,1080410062002,149700,10352,49250,18986
3,1080410062003,105600,28408,34460,9703
1,1080410063011,193900,12804,56389,11407
2,1080410063012,161000,5426,49022,7722
3,1080410063013,144200,6928,57689,9784
1,1080410063021,158100,14501,45643,9875
2,1080410063022,,,28486,5861
1,1080410064001,152300,11134,39857,18452
2,1080410064002,130800,12448,48844,13501
3,1080410064003,140100,10913,33452,6736
4,1080410064004,140200,12264,52075,8224
1,1080410065011,136100,5265,47841,7393
2,1080410065012,,,34922,7338
1,1080410065021,155300,40276,52727,18184
2,1080410065022,137700,40815,41282,4888
3,1080410065023,144200,18660,55938,27634
1,1080410066001,250000,20296,68750,22624
2,1080410066002,206400,19477,48125,22644
3,1080410066003,211700,29119,50568,18670
1,1080410067001,252300,73459,42799,11670
2,1080410067002,298100,92755,62297,25419
3,1080410067003,247500,35746,30000,10895
4,1080410067004,339500,35478,69485,33739
1,1080410068011,228700,17082,67528,11560
2,1080410068012,175400,9975,47234,24099
1,1080410068021,266400,14415,103036,18368
2,1080410068022,185900,12422,70101,14036
1,1080410069011,258000,8772,95653,8761
2,1080410069012,264600,10507,89609,9954
1,1080410069021,228600,8801,77500,20451
2,1080410069022,272400,16431,95385,26026
3,1080410069023,266200,20853,71458,12419
1,1080410070001,366200,16485,120577,20158
2,1080410070002,351100,7890,110417,7419
1,1080410071011,377000,11725,118877,4937
1,1080410071021,283100,8929,120868,20227
2,1080410071022,388500,22667,129659,16429
1,1080410072011,407900,32778,73558,28317
2,1080410072012,387000,25639,116420,35369
1,1080410072021,304400,26433,118284,20114
2,1080410072022,323400,19007,110128,10295
3,1080410072023,414500,44237,96141,28590
1,1080410073001,393900,35510,120217,11602
2,1080410073002,354200,26337,94314,10304
3,1080410073003,604600,30323,139038,19433
1,1080410074001,412000,39991,133616,32202
2,1080410074002,375800,20113,121750,45360
3,1080410074003,563800,52315,148568,41975
1,1080410075001,472400,65898,125000,16080
2,1080410075002,463800,102490,,
3,1080410075003,422300,60110,95341,29347
1,1080410076011,280200,10981,82524,9265
2,1080410076012,330500,39623,98558,22944
1,1080410076021,506800,94415,86923,22404
2,1080410076022,372500,19646,98750,27688
3,1080410076023,306900,63396,89926,39128
1,1080410077001,189900,56609,42540,4999
2,1080410077002,303400,41179,76964,19907
3,1080410077003,222400,19501,55163,11557
1,1080410078001,274400,74162,53652,9442
2,1080410078002,214700,23898,56953,10556
1,1080410079001,296200,75760,114904,7894
2,1080410079002,321600,61647,62679,12553
1,1080410080001,207500,14485,50313,13525
2,1080410080002,200800,14679,44291,4263
3,1080410080003,168500,15627,34306,7038
1,1080439781001,240500,22569,41310,16172
2,1080439781002,164500,23666,45000,12847
3,1080439781003,174600,30131,52875,25864
4,1080439781004,116000,16508,49219,25679
1,1080439782001,128100,17882,30363,6729
2,1080439782002,115300,24674,36509,8210
3,1080439782003,109000,21423,58036,35028
1,1080439783001,196300,48496,52301,7226
2,1080439783002,149200,24898,35921,6168
3,1080439783003,137700,67404,35547,13219
4,1080439783004,152700,20213,51364,23741
1,1080439784001,176100,14575,42051,8318
2,1080439784002,134100,22180,36890,9899
1,1080439785001,182900,13585,28571,14375
2,1080439785002,141900,23189,34444,16871
3,1080439785003,139600,21426,41273,15407
4,1080439785004,149300,27162,26953,7525
1,1080439786001,125400,38555,31416,1185
2,1080439786002,116600,11128,36927,10100
3,1080439786003,96300,17429,36587,6718
4,1080439786004,104000,34155,21354,13786
1,1080439788001,115500,39498,32143,15199
2,1080439788002,140600,15456,37586,7134
3,1080439788003,136600,29701,44167,27590
1,1080439790001,142200,22583,34265,6161
2,1080439790002,251600,50280,46875,11905
3,1080439790003,247900,35877,45972,23571
1,1080439791001,189800,29332,52143,9096
2,1080439791002,160900,30378,31680,4458
3,1080439791003,147000,19793,34954,15941
1,1080439792001,,,51384,1679
2,1080439792002,300500,16843,80208,15297
1,1080439794001,143000,15561,43980,3870
1,1080439801001,,,,
1,1080439802001,,,,
1,1080439803001,,,,
1,1080459516001,362300,37437,80238,45301
2,1080459516002,196900,41491,37895,11527
3,1080459516003,466700,145499,57941,15118
4,1080459516004,407200,35718,91705,11937
1,1080459517011,231600,92285,35492,4269
2,1080459517012,319900,55152,73168,7523
3,1080459517013,363300,117480,64063,39167
1,1080459517021,336000,31675,43056,25316
2,1080459517022,272700,29460,33750,16334
3,1080459517023,440400,59238,39477,6235
4,1080459517024,283000,29538,61375,45316
